YEAR,MONTH,DAY,HOUR,DAY_OF_WEEK,WEEKEND,WEEKDAY,SEASON,HOLIDAY,Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Spd (km/h),WIND CHILL CALCULATION,DATE
2018,6,26,20,1,0,1,0,0,17.4,11.6,68.0,27.0,16.201967626912918,2018-06-26
2018,6,26,21,1,0,1,0,0,16.8,11.8,72.0,24.0,15.580319446912714,2018-06-26
2018,6,26,22,1,0,1,0,0,16.9,11.9,72.0,19.0,15.992338358451313,2018-06-26
2018,6,26,23,1,0,1,0,0,16.4,12.9,80.0,19.0,15.368537148287361,2018-06-26
2018,6,26,24,1,0,1,0,0,16.5,13.0,80.0,17.0,15.629696514632728,2018-06-26
2018,6,27,1,2,0,1,0,0,16.7,13.3,80.0,16.0,15.9491019034222,2018-06-27
2018,6,27,2,2,0,1,0,0,16.9,13.8,82.0,12.0,16.522497783716474,2018-06-27
2018,6,27,3,2,0,1,0,0,16.4,14.7,90.0,5.0,16.86802109423016,2018-06-27
2018,6,27,4,2,0,1,0,0,17.5,17.2,98.0,9.0,17.540715228688445,2018-06-27
2018,6,27,5,2,0,1,0,0,17.7,17.4,98.0,8.0,17.891395301226353,2018-06-27
2018,6,27,6,2,0,1,0,0,17.1,16.9,99.0,13.0,16.67497147034456,2018-06-27
2018,6,27,7,2,0,1,0,0,16.9,16.8,99.0,10.0,16.722274894421652,2018-06-27
2018,6,27,8,2,0,1,0,0,17.6,17.5,99.0,7.0,17.904319764227562,2018-06-27
2018,6,27,9,2,0,1,0,0,18.9,18.4,97.0,12.0,18.9276613054523,2018-06-27
2018,6,27,10,2,0,1,0,0,19.9,19.1,95.0,12.0,20.130243066320215,2018-06-27
2018,6,27,11,2,0,1,0,0,21.5,20.0,91.0,14.0,21.948638192321827,2018-06-27
2018,6,27,12,2,0,1,0,0,21.2,19.2,88.0,16.0,21.485800705940694,2018-06-27
2018,6,27,13,2,0,1,0,0,21.7,19.4,86.0,19.0,21.980829976025277,2018-06-27
2018,6,27,14,2,0,1,0,0,20.6,18.9,90.0,15.0,20.79883586435762,2018-06-27
2018,6,27,15,2,0,1,0,0,20.0,19.5,97.0,10.0,20.39768718863401,2018-06-27
2018,6,27,16,2,0,1,0,0,20.4,19.7,95.0,8.0,21.038288133237778,2018-06-27
2018,6,27,17,2,0,1,0,0,21.0,20.3,96.0,10.0,21.58330405773477,2018-06-27
2018,6,27,18,2,0,1,0,0,20.8,20.0,95.0,10.0,21.346180683914618,2018-06-27
2018,6,27,19,2,0,1,0,0,20.6,20.1,96.0,9.0,21.186428148667595,2018-06-27
2018,6,27,20,2,0,1,0,0,20.6,19.9,96.0,10.0,21.109057310094467,2018-06-27
2018,6,27,21,2,0,1,0,0,20.2,19.8,97.0,7.0,20.90426733574086,2018-06-27
2018,6,27,22,2,0,1,0,0,18.5,18.4,99.0,8.0,18.823807992192705,2018-06-27
2018,6,27,23,2,0,1,0,0,18.4,18.4,100.0,7.0,18.827380555462426,2018-06-27
2018,6,27,24,2,0,1,0,0,18.5,18.5,100.0,0.0,24.45125,2018-06-27
2018,6,28,1,3,0,1,0,0,18.6,18.5,100.0,7.0,19.058145753271145,2018-06-28
2018,6,28,2,3,0,1,0,0,18.2,18.2,100.0,7.0,18.596615357653707,2018-06-28
2018,6,28,3,3,0,1,0,0,18.2,18.2,100.0,5.0,18.89383823378062,2018-06-28
2018,6,28,4,3,0,1,0,0,18.4,18.4,100.0,7.0,18.827380555462426,2018-06-28
2018,6,28,5,3,0,1,0,0,18.5,18.5,100.0,5.0,19.231474423705706,2018-06-28
2018,6,28,6,3,0,1,0,0,18.6,18.6,100.0,8.0,18.940359578563502,2018-06-28
2018,6,28,7,3,0,1,0,0,18.9,18.9,100.0,3.0,20.0752073605938,2018-06-28
2018,6,28,8,3,0,1,0,0,19.7,19.7,100.0,8.0,20.222427028642226,2018-06-28
2018,6,28,9,3,0,1,0,0,21.5,19.2,87.0,17.0,21.811696754856563,2018-06-28
2018,6,28,10,3,0,1,0,0,21.4,18.2,82.0,11.0,21.99347329078811,2018-06-28
2018,6,28,11,3,0,1,0,0,23.0,18.7,76.0,19.0,23.602713122451558,2018-06-28
2018,6,28,12,3,0,1,0,0,24.5,17.9,67.0,15.0,25.572553006592585,2018-06-28
2018,6,28,13,3,0,1,0,0,25.8,18.7,65.0,13.0,27.20360218038365,2018-06-28
2018,6,28,14,3,0,1,0,0,27.0,16.7,53.0,14.0,28.64387930016619,2018-06-28
2018,6,28,15,3,0,1,0,0,27.7,18.4,57.0,12.0,29.51038080108994,2018-06-28
2018,6,28,16,3,0,1,0,0,27.9,18.8,57.0,15.0,29.734255130592306,2018-06-28
2018,6,28,17,3,0,1,0,0,27.8,17.2,52.0,21.0,29.582224880507564,2018-06-28
2018,6,28,18,3,0,1,0,0,27.5,17.0,52.0,16.0,29.237179029466585,2018-06-28
2018,6,28,19,3,0,1,0,0,26.7,17.0,55.0,16.0,28.25287702012997,2018-06-28
2018,6,28,20,3,0,1,0,0,25.6,17.4,60.0,14.0,26.939636109078535,2018-06-28
2018,6,28,21,3,0,1,0,0,23.0,17.6,71.0,11.0,23.90455115980403,2018-06-28
2018,6,28,22,3,0,1,0,0,20.7,17.5,81.0,9.0,21.304031791247564,2018-06-28
2018,6,28,23,3,0,1,0,0,20.5,18.8,90.0,14.0,20.731321627259213,2018-06-28
2018,6,28,24,3,0,1,0,0,20.6,18.8,90.0,13.0,20.91062750311891,2018-06-28
2018,6,29,1,4,0,1,0,0,19.7,18.2,91.0,12.0,19.889726714146633,2018-06-29
2018,6,29,2,4,0,1,0,0,19.0,18.0,94.0,11.0,19.126856487264234,2018-06-29
2018,6,29,3,4,0,1,0,0,17.9,17.5,98.0,10.0,17.90789176352241,2018-06-29
2018,6,29,4,4,0,1,0,0,17.8,17.4,98.0,11.0,17.6935480855023,2018-06-29
2018,6,29,5,4,0,1,0,0,17.3,17.0,98.0,10.0,17.19652164206196,2018-06-29
2018,6,29,6,4,0,1,0,0,16.7,16.6,99.0,10.0,16.485151520601498,2018-06-29
2018,6,29,7,4,0,1,0,0,18.6,18.3,98.0,8.0,18.940359578563502,2018-06-29
2018,6,29,8,4,0,1,0,0,20.9,19.5,91.0,10.0,21.464742370824695,2018-06-29
2018,6,29,9,4,0,1,0,0,24.1,20.3,79.0,8.0,25.350696828957147,2018-06-29
2018,6,29,10,4,0,1,0,0,26.3,17.7,59.0,5.0,28.010015361757716,2018-06-29
2018,6,29,11,4,0,1,0,0,28.0,17.0,51.0,8.0,29.896208697418096,2018-06-29
2018,6,29,12,4,0,1,0,0,28.8,16.1,46.0,10.0,30.831115636720696,2018-06-29
2018,6,29,13,4,0,1,0,0,30.0,17.4,46.0,9.0,32.24117055118501,2018-06-29
2018,6,29,14,4,0,1,0,0,30.1,17.5,46.0,10.0,32.37241756655169,2018-06-29
2018,6,29,15,4,0,1,0,0,30.5,16.5,42.0,10.0,32.846664314192,2018-06-29
2018,6,29,16,4,0,1,0,0,29.6,20.0,56.0,22.0,31.85081821946859,2018-06-29
2018,6,29,17,4,0,1,0,0,29.3,17.2,48.0,25.0,31.48040018484867,2018-06-29
2018,6,29,18,4,0,1,0,0,28.8,16.2,46.0,27.0,30.843364913721146,2018-06-29
2018,6,29,19,4,0,1,0,0,28.1,14.7,43.0,22.0,29.956804474848116,2018-06-29
2018,6,29,20,4,0,1,0,0,26.5,17.8,58.0,13.0,28.05073338693852,2018-06-29
2018,6,29,21,4,0,1,0,0,24.3,18.8,71.0,16.0,25.2999709921201,2018-06-29
2018,6,29,22,4,0,1,0,0,22.4,18.9,81.0,11.0,23.187896958923062,2018-06-29
2018,6,29,23,4,0,1,0,0,22.4,18.3,77.0,17.0,22.924456798096855,2018-06-29
2018,6,29,24,4,0,1,0,0,21.2,18.5,85.0,10.0,21.820427431554922,2018-06-29
2018,6,30,1,5,1,0,0,0,20.1,18.4,90.0,12.0,20.370759418493797,2018-06-30
2018,6,30,2,5,1,0,0,0,20.7,18.2,86.0,11.0,21.15737672309365,2018-06-30
2018,6,30,3,5,1,0,0,0,20.2,18.3,89.0,8.0,20.80518496049619,2018-06-30
2018,6,30,4,5,1,0,0,0,20.9,19.1,90.0,13.0,21.273683734499564,2018-06-30
2018,6,30,5,5,1,0,0,0,21.1,19.5,90.0,12.0,21.573341179361716,2018-06-30
2018,6,30,6,5,1,0,0,0,21.1,19.7,92.0,11.0,21.635146190347633,2018-06-30
2018,6,30,7,5,1,0,0,0,22.7,20.5,87.0,16.0,23.331366973446862,2018-06-30
2018,6,30,8,5,1,0,0,0,24.3,20.9,81.0,22.0,25.158636321809567,2018-06-30
2018,6,30,9,5,1,0,0,0,25.8,21.8,78.0,27.0,26.990365627718983,2018-06-30
2018,6,30,10,5,1,0,0,0,28.0,23.1,75.0,19.0,29.840725224091106,2018-06-30
2018,6,30,11,5,1,0,0,0,29.0,24.1,74.0,24.0,31.096166741223183,2018-06-30
2018,6,30,12,5,1,0,0,0,29.6,24.4,73.0,19.0,31.836889096615757,2018-06-30
2018,6,30,13,5,1,0,0,0,30.4,25.6,75.0,25.0,32.88412231304322,2018-06-30
2018,6,30,14,5,1,0,0,0,31.7,24.7,66.0,23.0,34.51647138911935,2018-06-30
2018,6,30,15,5,1,0,0,0,32.0,25.0,66.0,23.0,34.896666353245735,2018-06-30
2018,6,30,16,5,1,0,0,0,31.7,24.9,67.0,27.0,34.56793089018991,2018-06-30
2018,6,30,17,5,1,0,0,0,31.6,25.1,68.0,29.0,34.46208742823771,2018-06-30
2018,6,30,18,5,1,0,0,0,30.7,24.3,68.0,27.0,33.28359779485585,2018-06-30
2018,6,30,19,5,1,0,0,0,29.4,23.2,69.0,26.0,31.611036127656,2018-06-30
2018,6,30,20,5,1,0,0,0,27.9,22.6,73.0,20.0,29.71190409041121,2018-06-30
2018,6,30,21,5,1,0,0,0,26.5,22.0,76.0,16.0,28.00680151779581,2018-06-30
2018,6,30,22,5,1,0,0,0,25.2,21.8,81.0,16.0,26.4073107526238,2018-06-30
2018,6,30,23,5,1,0,0,0,24.2,21.5,85.0,15.0,25.205343995651432,2018-06-30
2018,6,30,24,5,1,0,0,0,22.9,21.0,89.0,12.0,23.737988348923956,2018-06-30
2018,7,1,1,6,1,0,0,1,22.8,21.2,91.0,16.0,23.454404724613937,2018-07-01
2018,7,1,2,6,1,0,0,1,23.4,21.3,88.0,14.0,24.261539665940788,2018-07-01
2018,7,1,3,6,1,0,0,1,22.6,21.1,91.0,13.0,23.33100237898996,2018-07-01
2018,7,1,4,6,1,0,0,1,21.7,20.9,95.0,10.0,22.413235866105303,2018-07-01
2018,7,1,5,6,1,0,0,1,21.2,20.8,98.0,7.0,22.058093324784437,2018-07-01
2018,7,1,6,6,1,0,0,1,21.3,20.8,97.0,13.0,21.757758709673773,2018-07-01
2018,7,1,7,6,1,0,0,1,21.9,21.2,96.0,11.0,22.590685124855582,2018-07-01
2018,7,1,8,6,1,0,0,1,24.0,22.0,89.0,16.0,24.93085773861887,2018-07-01
2018,7,1,9,6,1,0,0,1,26.4,22.6,79.0,14.0,27.91348936112862,2018-07-01
2018,7,1,10,6,1,0,0,1,28.4,23.6,75.0,15.0,30.346270148827557,2018-07-01
2018,7,1,11,6,1,0,0,1,29.7,23.3,68.0,16.0,31.944009555142294,2018-07-01
2018,7,1,12,6,1,0,0,1,30.8,22.7,61.0,18.0,33.32239235995225,2018-07-01
2018,7,1,13,6,1,0,0,1,31.3,22.4,58.0,22.0,33.99736713003846,2018-07-01
2018,7,1,14,6,1,0,0,1,31.2,22.2,58.0,26.0,33.915555404242866,2018-07-01
2018,7,1,15,6,1,0,0,1,31.4,21.3,54.0,23.0,34.13627642499296,2018-07-01
2018,7,1,16,6,1,0,0,1,31.7,18.0,43.0,24.0,34.53000179816075,2018-07-01
2018,7,1,17,6,1,0,0,1,31.8,19.1,46.0,23.0,34.64320304382815,2018-07-01
2018,7,1,18,6,1,0,0,1,31.6,20.8,52.0,22.0,34.37616987896256,2018-07-01
2018,7,1,19,6,1,0,0,1,30.9,20.2,52.0,24.0,33.51256918869776,2018-07-01
2018,7,1,20,6,1,0,0,1,29.7,20.8,58.0,14.0,31.930634025835243,2018-07-01
2018,7,1,21,6,1,0,0,1,26.6,20.7,70.0,13.0,28.171752130732074,2018-07-01
2018,7,1,22,6,1,0,0,1,25.2,20.4,74.0,14.0,26.45270948305349,2018-07-01
2018,7,1,23,6,1,0,0,1,23.8,20.1,80.0,13.0,24.783227304512597,2018-07-01
2018,7,1,24,6,1,0,0,1,23.3,19.8,80.0,14.0,24.139808009434525,2018-07-01
2018,7,2,1,0,0,1,0,0,23.3,19.9,81.0,15.0,24.10371696282798,2018-07-02
2018,7,2,2,0,0,1,0,0,23.3,20.2,82.0,13.0,24.17813358554483,2018-07-02
2018,7,2,3,0,0,1,0,0,23.2,20.4,84.0,11.0,24.14343589343102,2018-07-02
2018,7,2,4,0,0,1,0,0,23.7,20.8,84.0,17.0,24.53177686055505,2018-07-02
2018,7,2,5,0,0,1,0,0,23.6,21.1,85.0,16.0,24.43870673395056,2018-07-02
2018,7,2,6,0,0,1,0,0,23.7,21.4,86.0,15.0,24.593328977416185,2018-07-02
2018,7,2,7,0,0,1,0,0,24.6,21.8,84.0,16.0,25.669084245621335,2018-07-02
2018,7,2,8,0,0,1,0,0,26.1,21.9,77.0,20.0,27.45679909878591,2018-07-02
2018,7,2,9,0,0,1,0,0,27.2,22.2,74.0,21.0,28.827512237469122,2018-07-02
2018,7,2,10,0,0,1,0,0,27.6,22.4,73.0,19.0,29.341684255959937,2018-07-02
2018,7,2,11,0,0,1,0,0,29.4,23.3,69.0,24.0,31.60488304595467,2018-07-02
2018,7,2,12,0,0,1,0,0,30.3,23.6,67.0,14.0,32.66102396487281,2018-07-02
2018,7,2,13,0,0,1,0,0,30.3,23.5,66.0,24.0,32.74949473160053,2018-07-02
2018,7,2,14,0,0,1,0,0,30.5,23.5,65.0,22.0,32.987226466240884,2018-07-02
2018,7,2,15,0,0,1,0,0,27.4,23.2,77.0,14.0,29.130805926191233,2018-07-02
2018,7,2,16,0,0,1,0,0,29.6,22.6,66.0,14.0,31.808902369328983,2018-07-02
2018,7,2,17,0,0,1,0,0,29.8,23.4,68.0,17.0,32.07381715362813,2018-07-02
2018,7,2,18,0,0,1,0,0,28.0,22.9,73.0,11.0,29.87666950047878,2018-07-02
2018,7,2,19,0,0,1,0,0,28.5,23.8,75.0,12.0,30.472446209784273,2018-07-02
2018,7,2,20,0,0,1,0,0,27.5,21.8,71.0,17.0,29.230097043125163,2018-07-02
2018,7,2,21,0,0,1,0,0,25.9,21.1,74.0,7.0,27.481075473289252,2018-07-02
2018,7,2,22,0,0,1,0,0,23.9,20.0,78.0,8.0,25.117593656215554,2018-07-02
2018,7,2,23,0,0,1,0,0,22.9,18.9,78.0,10.0,23.835976109026216,2018-07-02
2018,7,2,24,0,0,1,0,0,21.8,17.9,78.0,8.0,22.670010342428892,2018-07-02
2018,7,3,1,1,0,1,0,0,21.2,17.5,79.0,5.0,22.2702001330314,2018-07-03
2018,7,3,2,1,0,1,0,0,20.0,16.8,82.0,6.0,20.787920261369663,2018-07-03
2018,7,3,3,1,0,1,0,0,18.5,16.3,87.0,5.0,19.231474423705706,2018-07-03
2018,7,3,4,1,0,1,0,0,18.0,16.0,88.0,7.0,18.365850159844996,2018-07-03
2018,7,3,5,1,0,1,0,0,15.9,14.7,92.0,4.0,16.53514435495655,2018-07-03
2018,7,3,6,1,0,1,0,0,16.6,15.8,95.0,5.0,17.093111887513544,2018-07-03
2018,7,3,7,1,0,1,0,0,19.3,17.6,90.0,8.0,19.75622068315905,2018-07-03
2018,7,3,8,1,0,1,0,0,21.7,18.0,79.0,9.0,22.48006821704729,2018-07-03
2018,7,3,9,1,0,1,0,0,24.1,15.9,60.0,16.0,25.05389548978595,2018-07-03
2018,7,3,10,1,0,1,0,0,25.2,15.7,55.0,15.0,26.42937403212194,2018-07-03
2018,7,3,11,1,0,1,0,0,26.4,16.8,55.0,15.0,27.898210075886546,2018-07-03
2018,7,3,12,1,0,1,0,0,27.0,16.2,51.0,18.0,28.602290758503603,2018-07-03
2018,7,3,13,1,0,1,0,0,27.9,16.4,49.0,20.0,29.71190409041121,2018-07-03
2018,7,3,14,1,0,1,0,0,28.4,15.2,44.0,19.0,30.339766192222264,2018-07-03
2018,7,3,15,1,0,1,0,0,28.7,15.0,43.0,19.0,30.714046918320633,2018-07-03
2018,7,3,16,1,0,1,0,0,28.6,10.8,33.0,22.0,30.588142389721607,2018-07-03
2018,7,3,17,1,0,1,0,0,28.7,12.7,37.0,18.0,30.71391515915168,2018-07-03
2018,7,3,18,1,0,1,0,0,28.3,13.0,38.0,17.0,30.219217081560977,2018-07-03
2018,7,3,19,1,0,1,0,0,27.3,12.1,38.0,17.0,28.982817033516213,2018-07-03
2018,7,3,20,1,0,1,0,0,25.1,14.4,51.0,16.0,26.284273001456725,2018-07-03
2018,7,3,21,1,0,1,0,0,22.0,14.4,62.0,11.0,22.710127491669084,2018-07-03
2018,7,3,22,1,0,1,0,0,20.8,16.0,74.0,13.0,21.152664990706015,2018-07-03
2018,7,3,23,1,0,1,0,0,20.0,16.6,81.0,13.0,20.18451504035759,2018-07-03
2018,7,3,24,1,0,1,0,0,19.6,17.1,86.0,11.0,19.843510688145205,2018-07-03
2018,7,4,1,2,0,1,0,0,19.4,18.0,92.0,13.0,19.458402577596267,2018-07-04
2018,7,4,2,2,0,1,0,0,19.6,18.3,92.0,13.0,19.70044006518338,2018-07-04
2018,7,4,3,2,0,1,0,0,18.9,17.4,91.0,10.0,19.093508632623173,2018-07-04
2018,7,4,4,2,0,1,0,0,19.5,17.5,88.0,15.0,19.45240282424006,2018-07-04
2018,7,4,5,2,0,1,0,0,19.6,17.0,85.0,16.0,19.517196687267454,2018-07-04
2018,7,4,6,2,0,1,0,0,19.9,17.9,89.0,16.0,19.886309940768683,2018-07-04
2018,7,4,7,2,0,1,0,0,21.5,19.1,86.0,13.0,21.99979619726088,2018-07-04
2018,7,4,8,2,0,1,0,0,22.8,18.4,76.0,16.0,23.454404724613937,2018-07-04
2018,7,4,9,2,0,1,0,0,24.2,18.4,69.0,15.0,25.205343995651432,2018-07-04
2018,7,4,10,2,0,1,0,0,25.5,20.2,72.0,16.0,26.776424006125033,2018-07-04
2018,7,4,11,2,0,1,0,0,26.2,20.0,68.0,14.0,27.6700260481161,2018-07-04
2018,7,4,12,2,0,1,0,0,27.0,20.2,66.0,16.0,28.621990273631198,2018-07-04
2018,7,4,13,2,0,1,0,0,28.2,19.9,60.0,13.0,30.108052031428915,2018-07-04
2018,7,4,14,2,0,1,0,0,29.0,19.9,57.0,15.0,31.080688170709863,2018-07-04
2018,7,4,15,2,0,1,0,0,29.5,20.3,57.0,14.0,31.68717071282272,2018-07-04
2018,7,4,16,2,0,1,0,0,29.6,20.2,56.0,14.0,31.808902369328983,2018-07-04
2018,7,4,17,2,0,1,0,0,29.6,20.6,58.0,14.0,31.808902369328983,2018-07-04
2018,7,4,18,2,0,1,0,0,29.4,20.0,57.0,14.0,31.565439056316457,2018-07-04
2018,7,4,19,2,0,1,0,0,28.1,18.5,55.0,14.0,29.982927521735068,2018-07-04
2018,7,4,20,2,0,1,0,0,26.6,17.4,57.0,16.0,28.12983926896289,2018-07-04
2018,7,4,21,2,0,1,0,0,24.4,18.6,70.0,9.0,25.655366566706547,2018-07-04
2018,7,4,22,2,0,1,0,0,24.5,18.1,67.0,4.0,26.059326693656153,2018-07-04
2018,7,4,23,2,0,1,0,0,23.1,18.2,74.0,5.0,24.40856266922356,2018-07-04
2018,7,4,24,2,0,1,0,0,22.4,18.7,79.0,5.0,23.62074489273171,2018-07-04
2018,7,5,1,3,0,1,0,0,22.4,18.8,80.0,4.0,23.73365426211323,2018-07-05
2018,7,5,2,3,0,1,0,0,21.8,18.4,81.0,4.0,23.069176424529537,2018-07-05
2018,7,5,3,3,0,1,0,0,21.0,19.0,88.0,8.0,21.737597651462544,2018-07-05
2018,7,5,4,3,0,1,0,0,21.0,19.2,89.0,7.0,21.82732812697573,2018-07-05
2018,7,5,5,3,0,1,0,0,21.1,19.5,91.0,0.0,26.043750000000003,2018-07-05
2018,7,5,6,3,0,1,0,0,20.9,19.6,92.0,4.0,22.072459668153996,2018-07-05
2018,7,5,7,3,0,1,0,0,22.3,20.7,91.0,8.0,23.25276827428286,2018-07-05
2018,7,5,8,3,0,1,0,0,24.6,22.0,85.0,10.0,25.851524786497507,2018-07-05
2018,7,5,9,3,0,1,0,0,26.5,23.3,82.0,8.0,28.14793490185619,2018-07-05
2018,7,5,10,3,0,1,0,0,28.4,22.7,71.0,10.0,30.356868889080395,2018-07-05
2018,7,5,11,3,0,1,0,0,29.7,22.1,63.0,14.0,31.930634025835243,2018-07-05
2018,7,5,12,3,0,1,0,0,30.3,22.8,63.0,13.0,32.64944565109353,2018-07-05
2018,7,5,13,3,0,1,0,0,30.9,24.4,68.0,14.0,33.391413903910376,2018-07-05
2018,7,5,14,3,0,1,0,0,31.7,25.2,68.0,14.0,34.36526715596047,2018-07-05
2018,7,5,15,3,0,1,0,0,30.1,23.1,66.0,16.0,32.4361605598106,2018-07-05
2018,7,5,16,3,0,1,0,0,29.4,24.3,73.0,20.0,31.591158250098953,2018-07-05
2018,7,5,17,3,0,1,0,0,27.9,24.5,82.0,23.0,29.700668510185096,2018-07-05
2018,7,5,18,3,0,1,0,0,27.1,24.7,86.0,17.0,28.73553702390726,2018-07-05
2018,7,5,19,3,0,1,0,0,26.3,22.0,77.0,10.0,27.8670734639688,2018-07-05
2018,7,5,20,3,0,1,0,0,26.0,21.7,77.0,10.0,27.511388403238573,2018-07-05
2018,7,5,21,3,0,1,0,0,25.9,22.4,81.0,23.0,27.16603541600917,2018-07-05
2018,7,5,22,3,0,1,0,0,24.3,22.7,90.0,4.0,25.837834081128257,2018-07-05
2018,7,5,23,3,0,1,0,0,23.6,23.1,97.0,9.0,24.714537426066773,2018-07-05
2018,7,5,24,3,0,1,0,0,24.0,21.3,84.0,22.0,24.779833572885472,2018-07-05
2018,7,6,1,4,0,1,0,0,22.6,15.9,65.0,21.0,23.04138197417439,2018-07-06
2018,7,6,2,4,0,1,0,0,21.1,11.1,52.0,21.0,21.154600366578286,2018-07-06
2018,7,6,3,4,0,1,0,0,19.7,10.2,54.0,23.0,19.30867282406381,2018-07-06
2018,7,6,4,4,0,1,0,0,18.0,10.9,63.0,25.0,17.06034559521367,2018-07-06
2018,7,6,5,4,0,1,0,0,15.9,11.1,73.0,18.0,14.81462555427203,2018-07-06
2018,7,6,6,4,0,1,0,0,15.2,11.2,77.0,16.0,14.103535635916035,2018-07-06
2018,7,6,7,4,0,1,0,0,15.9,11.6,75.0,17.0,14.88785648580587,2018-07-06
2018,7,6,8,4,0,1,0,0,17.5,12.2,71.0,23.0,16.52057642047029,2018-07-06
2018,7,6,9,4,0,1,0,0,19.5,12.0,62.0,25.0,18.974512133660788,2018-07-06
2018,7,6,10,4,0,1,0,0,20.8,12.2,57.0,24.0,20.66748249422762,2018-07-06
2018,7,6,11,4,0,1,0,0,21.8,12.4,55.0,18.0,22.143204356521245,2018-07-06
2018,7,6,12,4,0,1,0,0,21.7,12.0,54.0,20.0,21.94432023036851,2018-07-06
2018,7,6,13,4,0,1,0,0,22.1,11.7,51.0,16.0,22.593140466444396,2018-07-06
2018,7,6,14,4,0,1,0,0,22.9,11.3,47.0,18.0,23.50954955694059,2018-07-06
2018,7,6,15,4,0,1,0,0,23.1,11.0,46.0,21.0,23.670309176706425,2018-07-06
2018,7,6,16,4,0,1,0,0,23.1,10.4,44.0,11.0,24.023993526617527,2018-07-06
2018,7,6,17,4,0,1,0,0,23.3,9.0,40.0,20.0,23.94885800070211,2018-07-06
2018,7,6,18,4,0,1,0,0,23.0,8.2,38.0,15.0,23.73650795188683,2018-07-06
2018,7,6,19,4,0,1,0,0,22.1,8.1,40.0,25.0,22.292400800302474,2018-07-06
2018,7,6,20,4,0,1,0,0,20.6,8.7,46.0,20.0,20.566200513264164,2018-07-06
2018,7,6,21,4,0,1,0,0,18.4,7.5,49.0,14.0,18.17495684062773,2018-07-06
2018,7,6,22,4,0,1,0,0,15.7,7.8,59.0,11.0,15.185258382418903,2018-07-06
2018,7,6,23,4,0,1,0,0,15.2,7.8,61.0,10.0,14.70672621695036,2018-07-06
2018,7,6,24,4,0,1,0,0,14.625,7.525,62.25,9.75,14.062781580215198,2018-07-06
2018,7,7,1,5,1,0,0,0,14.05,7.25,63.5,9.5,13.418836943480038,2018-07-07
2018,7,7,2,5,1,0,0,0,13.475,6.975,64.75,9.25,12.774892306744876,2018-07-07
2018,7,7,3,5,1,0,0,0,12.9,6.7,66.0,9.0,12.130947670009714,2018-07-07
2018,7,7,4,5,1,0,0,0,12.8,6.6,66.0,5.0,12.816386815129228,2018-07-07
2018,7,7,5,5,1,0,0,0,11.5,7.0,73.0,10.0,10.31994380127755,2018-07-07
2018,7,7,6,5,1,0,0,0,12.0,6.7,70.0,9.0,11.072514886789957,2018-07-07
2018,7,7,7,5,1,0,0,0,12.6,9.3,80.0,0.0,20.8375,2018-07-07
2018,7,7,8,5,1,0,0,0,17.1,9.4,60.0,0.0,23.59375,2018-07-07
2018,7,7,9,5,1,0,0,0,20.0,10.0,52.0,8.0,20.572081787754605,2018-07-07
2018,7,7,10,5,1,0,0,0,21.1,9.9,48.0,5.0,22.15765473638971,2018-07-07
2018,7,7,11,5,1,0,0,0,22.5,9.4,43.0,4.0,23.844400568377182,2018-07-07
2018,7,7,12,5,1,0,0,0,23.0,11.6,48.0,5.0,24.296017272581864,2018-07-07
2018,7,7,13,5,1,0,0,0,23.4,9.8,41.0,11.0,24.38232062705801,2018-07-07
2018,7,7,14,5,1,0,0,0,23.9,8.0,36.0,9.0,25.067348353806686,2018-07-07
2018,7,7,15,5,1,0,0,0,24.3,10.4,41.0,12.0,25.421602814139035,2018-07-07
2018,7,7,16,5,1,0,0,0,24.8,8.7,36.0,9.0,26.125781137026443,2018-07-07
2018,7,7,17,5,1,0,0,0,24.7,7.3,32.0,10.0,25.970086473407584,2018-07-07
2018,7,7,18,5,1,0,0,0,24.7,11.0,42.0,5.0,26.20928901549064,2018-07-07
2018,7,7,19,5,1,0,0,0,24.3,11.5,44.0,9.0,25.537762924126575,2018-07-07
2018,7,7,20,5,1,0,0,0,23.1,11.8,49.0,10.0,24.073099482846366,2018-07-07
2018,7,7,21,5,1,0,0,0,21.1,10.7,51.0,7.0,21.942710725880087,2018-07-07
2018,7,7,22,5,1,0,0,0,18.9,10.7,59.0,6.0,19.533218494508148,2018-07-07
2018,7,7,23,5,1,0,0,0,18.9,9.8,55.0,6.0,19.533218494508148,2018-07-07
2018,7,7,24,5,1,0,0,0,17.6,9.8,60.0,0.0,23.9,2018-07-07
2018,7,8,1,6,1,0,0,0,15.4,10.3,71.0,5.0,15.742567127813235,2018-07-08
2018,7,8,2,6,1,0,0,0,14.3,9.9,75.0,3.0,15.083302430440693,2018-07-08
2018,7,8,3,6,1,0,0,0,14.9,10.0,72.0,4.0,15.427681292317061,2018-07-08
2018,7,8,4,6,1,0,0,0,15.7,9.7,67.0,3.0,16.60257784396555,2018-07-08
2018,7,8,5,6,1,0,0,0,14.2,10.1,76.0,4.0,14.652457148469416,2018-07-08
2018,7,8,6,6,1,0,0,0,14.1,10.6,79.0,4.0,14.541710842205472,2018-07-08
2018,7,8,7,6,1,0,0,0,15.5,13.2,86.0,3.0,16.385538499176285,2018-07-08
2018,7,8,8,6,1,0,0,0,20.1,15.2,73.0,5.0,21.032200769972782,2018-07-08
2018,7,8,9,6,1,0,0,0,21.5,15.7,69.0,12.0,22.054373883708877,2018-07-08
